city,state_id,state_name,lat,lng
New York,NY,New York,40.69430,-73.92490
Los Angeles,CA,California,34.11390,-118.40680
Chicago,IL,Illinois,41.83730,-87.68620
Miami,FL,Florida,25.78390,-80.21020
Dallas,TX,Texas,32.79360,-96.76620
Philadelphia,PA,Pennsylvania,40.00770,-75.13390
Houston,TX,Texas,29.78630,-95.38890
Atlanta,GA,Georgia,33.76270,-84.42240
Washington,DC,District of Columbia,38.90470,-77.01630
Boston,MA,Massachusetts,42.31880,-71.08460
Phoenix,AZ,Arizona,33.57220,-112.08910
Seattle,WA,Washington,47.62110,-122.32440
San Francisco,CA,California,37.75620,-122.44300
Detroit,MI,Michigan,42.38340,-83.10240
San Diego,CA,California,32.83120,-117.12250
Minneapolis,MN,Minnesota,44.96350,-93.26780
Tampa,FL,Florida,27.99420,-82.44510
Denver,CO,Colorado,39.76210,-104.87590
Brooklyn,NY,New York,40.65010,-73.94960
Queens,NY,New York,40.74980,-73.79760
Riverside,CA,California,33.93810,-117.39480
Baltimore,MD,Maryland,39.30510,-76.61440
Las Vegas,NV,Nevada,36.23330,-115.26540
Portland,OR,Oregon,45.53720,-122.65000
San Antonio,TX,Texas,29.46580,-98.52530
St. Louis,MO,Missouri,38.63580,-90.24510
Sacramento,CA,California,38.56670,-121.46830
Orlando,FL,Florida,28.47720,-81.33690
San Jose,CA,California,37.30190,-121.84860
Cleveland,OH,Ohio,41.47670,-81.68040
Pittsburgh,PA,Pennsylvania,40.43960,-79.97620
Austin,TX,Texas,30.30040,-97.75220
Cincinnati,OH,Ohio,39.14130,-84.50610
Kansas City,MO,Missouri,39.12390,-94.55410
Manhattan,NY,New York,40.78340,-73.96620
Indianapolis,IN,Indiana,39.77710,-86.14580
Columbus,OH,Ohio,39.98620,-82.98500
Charlotte,NC,North Carolina,35.20800,-80.83040
Virginia Beach,VA,Virginia,36.73350,-76.04350
Bronx,NY,New York,40.85010,-73.86620
Milwaukee,WI,Wisconsin,43.06420,-87.96730
Providence,RI,Rhode Island,41.82300,-71.41870
Jacksonville,FL,Florida,30.33220,-81.67490
Salt Lake City,UT,Utah,40.77770,-111.93060
Nashville,TN,Tennessee,36.17150,-86.78430
Richmond,VA,Virginia,37.52950,-77.47560
Memphis,TN,Tennessee,35.10460,-89.97730
Raleigh,NC,North Carolina,35.83250,-78.64350
New Orleans,LA,Louisiana,30.06870,-89.92880
Louisville,KY,Kentucky,38.16630,-85.64850
Oklahoma City,OK,Oklahoma,35.46760,-97.51360
Bridgeport,CT,Connecticut,41.19180,-73.19530
Buffalo,NY,New York,42.90160,-78.84870
Fort Worth,TX,Texas,32.78110,-97.34730
Hartford,CT,Connecticut,41.76610,-72.68340
Tucson,AZ,Arizona,32.15450,-110.87820
Omaha,NE,Nebraska,41.26270,-96.05220
El Paso,TX,Texas,31.84790,-106.43090
Honolulu,HI,Hawaii,21.32940,-157.84600
McAllen,TX,Texas,26.22730,-98.24710
Albuquerque,NM,New Mexico,35.10530,-106.64640
Birmingham,AL,Alabama,33.52770,-86.79870
Sarasota,FL,Florida,27.33860,-82.54310
Dayton,OH,Ohio,39.77970,-84.19980
Rochester,NY,New York,43.16800,-77.61620
Fresno,CA,California,36.78310,-119.79410
Allentown,PA,Pennsylvania,40.59610,-75.47560
Tulsa,OK,Oklahoma,36.12840,-95.90420
Cape Coral,FL,Florida,26.64460,-81.99560
Concord,CA,California,37.97220,-122.00160
Colorado Springs,CO,Colorado,38.86740,-104.76060
Charleston,SC,South Carolina,32.81530,-79.96280
Springfield,MA,Massachusetts,42.11550,-72.53950
Grand Rapids,MI,Michigan,42.96200,-85.65620
Mission Viejo,CA,California,33.60950,-117.65500
Albany,NY,New York,42.66640,-73.79870
Knoxville,TN,Tennessee,35.96920,-83.94960
Bakersfield,CA,California,35.35290,-119.03590
Ogden,UT,Utah,41.22780,-111.96820
Baton Rouge,LA,Louisiana,30.44180,-91.13100
Akron,OH,Ohio,41.07980,-81.52190
New Haven,CT,Connecticut,41.31120,-72.92460
Columbia,SC,South Carolina,34.03760,-80.90370
Mesa,AZ,Arizona,33.40170,-111.71800
Palm Bay,FL,Florida,27.95500,-80.66270
Provo,UT,Utah,40.24570,-111.64570
Worcester,MA,Massachusetts,42.27050,-71.80790
Murrieta,CA,California,33.57200,-117.19090
Greenville,SC,South Carolina,34.83530,-82.36470
Wichita,KS,Kansas,37.68960,-97.34420
Toledo,OH,Ohio,41.66390,-83.58220
Staten Island,NY,New York,40.58340,-74.14960
Des Moines,IA,Iowa,41.57250,-93.61050
Long Beach,CA,California,33.79810,-118.16750
Port St. Lucie,FL,Florida,27.27960,-80.38830
Denton,TX,Texas,33.21760,-97.14190
Madison,WI,Wisconsin,43.08260,-89.39310
Reno,NV,Nevada,39.54970,-119.84830
Harrisburg,PA,Pennsylvania,40.27520,-76.88430
Little Rock,AR,Arkansas,34.72560,-92.35760
Oakland,CA,California,37.79030,-122.21650
Durham,NC,North Carolina,35.97940,-78.90310
Winston-Salem,NC,North Carolina,36.10290,-80.26110
Bonita Springs,FL,Florida,26.35590,-81.78610
Indio,CA,California,33.73460,-116.23460
Palm Coast,FL,Florida,29.53920,-81.24600
Chattanooga,TN,Tennessee,35.06570,-85.24880
Spokane,WA,Washington,47.66710,-117.43300
Syracuse,NY,New York,43.04090,-76.14380
Lancaster,PA,Pennsylvania,40.04210,-76.30120
Arlington,TX,Texas,32.69980,-97.12500
Stockton,CA,California,37.97650,-121.31090
Poughkeepsie,NY,New York,41.69490,-73.92100
Augusta,GA,Georgia,33.36450,-82.07080
Boise,ID,Idaho,43.60070,-116.23120
Oxnard,CA,California,34.19630,-119.18150
Scranton,PA,Pennsylvania,41.40440,-75.66490
Modesto,CA,California,37.63740,-121.00280
Kissimmee,FL,Florida,28.30420,-81.41640
Aurora,CO,Colorado,39.70870,-104.72730
Youngstown,OH,Ohio,41.09930,-80.64630
Fayetteville,AR,Arkansas,36.07130,-94.16600
Anaheim,CA,California,33.83900,-117.85720
Pensacola,FL,Florida,30.44270,-87.18860
Victorville,CA,California,34.52770,-117.35360
Lancaster,CA,California,34.69350,-118.17530
Greensboro,NC,North Carolina,36.09560,-79.82690
Corpus Christi,TX,Texas,27.72600,-97.37550
Fort Wayne,IN,Indiana,41.08860,-85.14370
Santa Ana,CA,California,33.73660,-117.88190
Flint,MI,Michigan,43.02350,-83.69220
San Juan,PR,Puerto Rico,18.40370,-66.06360
Fayetteville,NC,North Carolina,35.08460,-78.97760
Jackson,MS,Mississippi,32.31630,-90.21240
Santa Rosa,CA,California,38.44580,-122.70670
Lansing,MI,Michigan,42.71420,-84.56010
Ann Arbor,MI,Michigan,42.27550,-83.73120
Henderson,NV,Nevada,36.01330,-115.03800
Huntsville,AL,Alabama,34.69880,-86.64120
Lexington,KY,Kentucky,38.04230,-84.45870
Mobile,AL,Alabama,30.67830,-88.11620
Fort Collins,CO,Colorado,40.54780,-105.06560
Asheville,NC,North Carolina,35.57040,-82.55360
Santa Clarita,CA,California,34.41750,-118.49640
St. Paul,MN,Minnesota,44.94770,-93.10400
Antioch,CA,California,37.97890,-121.79580
Lakeland,FL,Florida,28.05560,-81.95450
Trenton,NJ,New Jersey,40.22360,-74.76410
Lincoln,NE,Nebraska,40.80900,-96.67880
Springfield,MO,Missouri,37.19430,-93.29160
Plano,TX,Texas,33.05020,-96.74870
Irvine,CA,California,33.67720,-117.77380
Davenport,IA,Iowa,41.55630,-90.60520
Rockford,IL,Illinois,42.25970,-89.06410
Newark,NJ,New Jersey,40.72450,-74.17250
South Bend,IN,Indiana,41.67670,-86.26960
Shreveport,LA,Louisiana,32.46560,-93.79560
Round Lake Beach,IL,Illinois,42.37900,-88.08110
Savannah,GA,Georgia,32.02810,-81.17840
Myrtle Beach,SC,South Carolina,33.70960,-78.88430
Chula Vista,CA,California,32.62810,-117.01450
Eugene,OR,Oregon,44.05630,-123.11730
Canton,OH,Ohio,40.80750,-81.36770
Lubbock,TX,Texas,33.56590,-101.88780
Reading,PA,Pennsylvania,40.34000,-75.92670
Winter Haven,FL,Florida,28.01180,-81.70170
Salem,OR,Oregon,44.92310,-123.02460
St. Petersburg,FL,Florida,27.79310,-82.66520
Lafayette,LA,Louisiana,30.20840,-92.03230
Laredo,TX,Texas,27.56290,-99.48750
Jersey City,NJ,New Jersey,40.71610,-74.06820
Concord,NC,North Carolina,35.39330,-80.63660
Columbus,GA,Georgia,32.51000,-84.87710
Chandler,AZ,Arizona,33.28260,-111.85160
McKinney,TX,Texas,33.20150,-96.66690
Scottsdale,AZ,Arizona,33.68720,-111.86510
Killeen,TX,Texas,31.07540,-97.72960
Tallahassee,FL,Florida,30.45510,-84.25260
Peoria,IL,Illinois,40.75200,-89.61530
Wilmington,NC,North Carolina,34.21000,-77.88660
Montgomery,AL,Alabama,32.34730,-86.26660
Gilbert,AZ,Arizona,33.31010,-111.74630
Glendale,AZ,Arizona,33.57910,-112.23110
North Las Vegas,NV,Nevada,36.28800,-115.09010
Anchorage,AK,Alaska,61.15080,-149.10910
Chesapeake,VA,Virginia,36.67780,-76.30240
Barnstable,MA,Massachusetts,41.67220,-70.35990
Norfolk,VA,Virginia,36.89450,-76.25900
Fremont,CA,California,37.52650,-121.98520
Kennewick,WA,Washington,46.19780,-119.17320
Garland,TX,Texas,32.91000,-96.63050
Irving,TX,Texas,32.85840,-96.97020
Visalia,CA,California,36.32760,-119.32690
Atlantic City,NJ,New Jersey,39.37970,-74.45270
Nashua,NH,New Hampshire,42.74910,-71.49100
Paradise,NV,Nevada,36.08070,-115.13690
Hialeah,FL,Florida,25.86960,-80.30460
York,PA,Pennsylvania,39.96510,-76.73150
Arlington,VA,Virginia,38.87860,-77.10110
Evansville,IN,Indiana,37.98810,-87.53410
Avondale,AZ,Arizona,33.38580,-112.32360
Brownsville,TX,Texas,25.99800,-97.45650
Gulfport,MS,Mississippi,30.42710,-89.07030
Appleton,WI,Wisconsin,44.27790,-88.38910
Bremerton,WA,Washington,47.54360,-122.71220
Hickory,NC,North Carolina,35.74250,-81.32300
Tacoma,WA,Washington,47.24310,-122.45310
San Bernardino,CA,California,34.14170,-117.29460
College Station,TX,Texas,30.58520,-96.29600
Kalamazoo,MI,Michigan,42.27490,-85.58820
Thousand Oaks,CA,California,34.19140,-118.87550
Roanoke,VA,Virginia,37.27850,-79.95800
Fontana,CA,California,34.09680,-117.45990
Moreno Valley,CA,California,33.92440,-117.20450
North Port,FL,Florida,27.05770,-82.19750
Fargo,ND,North Dakota,46.86520,-96.82920
Green Bay,WI,Wisconsin,44.51500,-87.98960
Amarillo,TX,Texas,35.19880,-101.83110
Portland,ME,Maine,43.67730,-70.27150
Santa Barbara,CA,California,34.42850,-119.72020
Gainesville,FL,Florida,29.68040,-82.34580
Olympia,WA,Washington,47.04170,-122.89590
Frisco,TX,Texas,33.15550,-96.82150
Yonkers,NY,New York,40.94660,-73.86740
Norwich,CT,Connecticut,41.54950,-72.08820
Spring Valley,NV,Nevada,36.09870,-115.26190
Glendale,CA,California,34.18180,-118.24680
Huntington Beach,CA,California,33.69600,-118.00250
Deltona,FL,Florida,28.90500,-81.21370
Aurora,IL,Illinois,41.76370,-88.29010
Tempe,AZ,Arizona,33.38810,-111.93180
Overland Park,KS,Kansas,38.88700,-94.68700
Grand Prairie,TX,Texas,32.68720,-97.02090
Sunrise Manor,NV,Nevada,36.17850,-115.04900
Waco,TX,Texas,31.55980,-97.18810
Salinas,CA,California,36.68840,-121.63170
Waterbury,CT,Connecticut,41.55830,-73.03610
Clarksville,TN,Tennessee,36.56950,-87.34200
Cedar Rapids,IA,Iowa,41.96650,-91.67820
Sioux Falls,SD,South Dakota,43.53970,-96.73200
Huntington,WV,West Virginia,38.41090,-82.43440
Ontario,CA,California,34.03930,-117.60640
Hagerstown,MD,Maryland,39.64010,-77.72170
Erie,PA,Pennsylvania,42.11680,-80.07330
Vancouver,WA,Washington,45.63660,-122.59670
Nampa,ID,Idaho,43.58450,-116.56310
Spartanburg,SC,South Carolina,34.94370,-81.92570
Gastonia,NC,North Carolina,35.24940,-81.18530
Fort Lauderdale,FL,Florida,26.14120,-80.14640
Lorain,OH,Ohio,41.44090,-82.18400
Murfreesboro,TN,Tennessee,35.84920,-86.41190
High Point,NC,North Carolina,35.99070,-79.99380
Newport News,VA,Virginia,37.10510,-76.51850
Rancho Cucamonga,CA,California,34.12480,-117.56660
Hemet,CA,California,33.73410,-116.99690
Santa Cruz,CA,California,36.97890,-122.03460
Danbury,CT,Connecticut,41.40160,-73.47100
Peoria,AZ,Arizona,33.78440,-112.29890
Oceanside,CA,California,33.22470,-117.30830
Elk Grove,CA,California,38.41600,-121.38420
Pembroke Pines,FL,Florida,26.01280,-80.33820
Vallejo,CA,California,38.11330,-122.23580
Garden Grove,CA,California,33.77870,-117.96010
Medford,OR,Oregon,42.33720,-122.85370
Cary,NC,North Carolina,35.78200,-78.81910
Marysville,WA,Washington,48.08090,-122.15610
Corona,CA,California,33.86160,-117.56490
Ocala,FL,Florida,29.17800,-82.15110
Fredericksburg,VA,Virginia,38.29920,-77.48720
Gainesville,GA,Georgia,34.29030,-83.83010
Bayamón,PR,Puerto Rico,18.37930,-66.16350
Enterprise,NV,Nevada,36.01640,-115.22080
Manchester,NH,New Hampshire,42.98480,-71.44470
Champaign,IL,Illinois,40.11440,-88.27350
Alexandria,VA,Virginia,38.81850,-77.08610
Hayward,CA,California,37.63280,-122.07720
Springfield,IL,Illinois,39.77100,-89.65380
Lakewood,CO,Colorado,39.69770,-105.11680
Lafayette,IN,Indiana,40.39900,-86.85940
Frederick,MD,Maryland,39.43360,-77.41410
Lake Charles,LA,Louisiana,30.20120,-93.21220
Odessa,TX,Texas,31.88310,-102.34060
Tuscaloosa,AL,Alabama,33.23480,-87.52670
Warner Robins,GA,Georgia,32.59700,-83.65290
Palmdale,CA,California,34.59440,-118.10570
Hollywood,FL,Florida,26.02940,-80.16790
Midland,TX,Texas,32.02490,-102.11370
Leesburg,FL,Florida,28.76570,-81.89960
Port Arthur,TX,Texas,29.85540,-93.92640
Muskegon,MI,Michigan,43.22810,-86.25630
Macon,GA,Georgia,32.80650,-83.69740
Kansas City,KS,Kansas,39.12340,-94.74430
Sunnyvale,CA,California,37.38360,-122.02560
Pomona,CA,California,34.05850,-117.76260
Escondido,CA,California,33.13470,-117.07220
Pasadena,TX,Texas,29.65830,-95.14990
New Bedford,MA,Massachusetts,41.66970,-70.94280
Fairfield,CA,California,38.25920,-122.03240
Naperville,IL,Illinois,41.74830,-88.16570
Bellevue,WA,Washington,47.59510,-122.15350
Binghamton,NY,New York,42.10140,-75.90930
Elkhart,IN,Indiana,41.69160,-85.96280
Topeka,KS,Kansas,39.03460,-95.69550
Joliet,IL,Illinois,41.51890,-88.14990
Beaumont,TX,Texas,30.08490,-94.14510
Paterson,NJ,New Jersey,40.91470,-74.16240
Merced,CA,California,37.30570,-120.47780
Pueblo,CO,Colorado,38.27050,-104.61120
Tyler,TX,Texas,32.31840,-95.30620
Torrance,CA,California,33.83460,-118.34170
Metairie,LA,Louisiana,29.99770,-90.17800
Yuma,AZ,Arizona,32.59920,-114.54880
Surprise,AZ,Arizona,33.68000,-112.45240
Columbia,MO,Missouri,38.94780,-92.32560
Athens,GA,Georgia,33.95080,-83.36890
Roseville,CA,California,38.77030,-121.31960
Thornton,CO,Colorado,39.91970,-104.94380
Miramar,FL,Florida,25.97730,-80.33510
Pasadena,CA,California,34.15970,-118.13900
Mesquite,TX,Texas,32.76230,-96.58890
Santa Maria,CA,California,34.93340,-120.44320
Olathe,KS,Kansas,38.88320,-94.81980
Houma,LA,Louisiana,29.57990,-90.70580
Carolina,PR,Puerto Rico,18.40540,-65.97920
Carrollton,TX,Texas,32.98900,-96.89990
Grand Junction,CO,Colorado,39.08760,-108.56730
Charleston,WV,West Virginia,38.34840,-81.63230
Orange,CA,California,33.80380,-117.82180
Fullerton,CA,California,33.88410,-117.92790
Greeley,CO,Colorado,40.41510,-104.77060
Las Cruces,NM,New Mexico,32.32650,-106.78920
Panama City,FL,Florida,30.19950,-85.60040
Harlingen,TX,Texas,26.19170,-97.69760
West Valley City,UT,Utah,40.68890,-112.01150
Hampton,VA,Virginia,37.05510,-76.36300
Warren,MI,Michigan,42.49340,-83.02700
Mauldin,SC,South Carolina,34.78490,-82.30050
Bloomington,IL,Illinois,40.47570,-88.97030
Coral Springs,FL,Florida,26.27020,-80.25910
Round Rock,TX,Texas,30.52540,-97.66600
Yakima,WA,Washington,46.59230,-120.54960
Sterling Heights,MI,Michigan,42.58090,-83.03050
Kent,WA,Washington,47.38870,-122.21290
Burlington,NC,North Carolina,36.07580,-79.46860
Bellingham,WA,Washington,48.75430,-122.46870
Santa Clara,CA,California,37.36450,-121.96800
Racine,WI,Wisconsin,42.72740,-87.81350
Greenville,NC,North Carolina,35.59560,-77.37680
Stamford,CT,Connecticut,41.10350,-73.55830
Elizabeth,NJ,New Jersey,40.66570,-74.19120
Johnson City,TN,Tennessee,36.34060,-82.38030
Lynchburg,VA,Virginia,37.40030,-79.19090
Simi Valley,CA,California,34.26630,-118.74900
Fort Smith,AR,Arkansas,35.34930,-94.36950
Kenosha,WI,Wisconsin,42.58640,-87.87650
South Lyon,MI,Michigan,42.46140,-83.65260
Boulder,CO,Colorado,40.02490,-105.25230
Pearland,TX,Texas,29.55850,-95.32150
Berkeley,CA,California,37.87230,-122.27600
Richardson,TX,Texas,32.97170,-96.70930
Redding,CA,California,40.56980,-122.36500
Arvada,CO,Colorado,39.83210,-105.15110
St. George,UT,Utah,37.07700,-113.57700
Billings,MT,Montana,45.78910,-108.55240
Yuba City,CA,California,39.13570,-121.63810
Rochester,MN,Minnesota,44.01510,-92.47780
East Los Angeles,CA,California,34.03260,-118.16910
Leominster,MA,Massachusetts,42.52090,-71.77170
Kingsport,TN,Tennessee,36.52240,-82.54530
Duluth,MN,Minnesota,46.77560,-92.13920
Lehigh Acres,FL,Florida,26.61200,-81.63880
Rock Hill,SC,South Carolina,34.94160,-81.02440
Gilroy,CA,California,37.00470,-121.58550
Cambridge,MA,Massachusetts,42.37590,-71.11850
Sugar Land,TX,Texas,29.59350,-95.63570
Texas City,TX,Texas,29.41280,-94.96580
Iowa City,IA,Iowa,41.65590,-91.53030
Saginaw,MI,Michigan,43.41990,-83.95010
Chico,CA,California,39.75750,-121.81520
Dover,DE,Delaware,39.16100,-75.52030
Norman,OK,Oklahoma,35.23350,-97.34710
Clearwater,FL,Florida,27.97890,-82.76220
Coeur d'Alene,ID,Idaho,47.70410,-116.79350
Ponce,PR,Puerto Rico,18.01200,-66.61980
Seaside,CA,California,36.62240,-121.81910
Independence,MO,Missouri,39.08710,-94.35010
West Jordan,UT,Utah,40.60240,-112.00080
Abilene,TX,Texas,32.45430,-99.73840
Bloomington,IN,Indiana,39.16370,-86.52570
El Monte,CA,California,34.07390,-118.02910
Carlsbad,CA,California,33.12470,-117.28370
North Charleston,SC,South Carolina,32.90660,-80.07220
St. Cloud,MN,Minnesota,45.53390,-94.17180
Temecula,CA,California,33.49280,-117.13150
Clovis,CA,California,36.82780,-119.68310
Meridian,ID,Idaho,43.61120,-116.39680
Brandon,FL,Florida,27.93670,-82.30000
Westminster,CO,Colorado,39.88370,-105.06240
Costa Mesa,CA,California,33.66670,-117.91350
Monroe,LA,Louisiana,32.51830,-92.07740
Utica,NY,New York,43.09610,-75.22600
Pompano Beach,FL,Florida,26.24280,-80.13120
West Palm Beach,FL,Florida,26.74680,-80.13160
Waterloo,IA,Iowa,42.49200,-92.35220
Everett,WA,Washington,47.95250,-122.16690
El Centro,CA,California,32.78670,-115.55860
Santa Fe,NM,New Mexico,35.66190,-105.98190
Downey,CA,California,33.93790,-118.13120
Lowell,MA,Massachusetts,42.63890,-71.32170
Centennial,CO,Colorado,39.59260,-104.86740
Elgin,IL,Illinois,42.03850,-88.32290
Richmond,CA,California,37.94770,-122.33900
Broken Arrow,OK,Oklahoma,36.03650,-95.78090
Miami Gardens,FL,Florida,25.94330,-80.24260
The Woodlands,TX,Texas,30.17380,-95.51340
Bend,OR,Oregon,44.05620,-121.30870
Burlington,VT,Vermont,44.48770,-73.23140
Jurupa Valley,CA,California,34.00100,-117.47050
Sandy Springs,GA,Georgia,33.93660,-84.37030
Gresham,OR,Oregon,45.50230,-122.44130
Lewisville,TX,Texas,33.04520,-96.98230
Hillsboro,OR,Oregon,45.52720,-122.93610
San Buenaventura,CA,California,34.27410,-119.23140
Jacksonville,NC,North Carolina,34.72880,-77.39410
Pottstown,PA,Pennsylvania,40.25070,-75.64440
Inglewood,CA,California,33.95660,-118.34440
Spring Hill,FL,Florida,28.47970,-82.53000
League City,TX,Texas,29.48730,-95.10870
Eau Claire,WI,Wisconsin,44.81990,-91.49490
Turlock,CA,California,37.50530,-120.85880
Temple,TX,Texas,31.10760,-97.38940
Sioux City,IA,Iowa,42.49590,-96.39010
Salisbury,MD,Maryland,38.37560,-75.58670
Davie,FL,Florida,26.07890,-80.28700
Daly City,CA,California,37.68620,-122.46850
Allen,TX,Texas,33.10880,-96.67350
Highlands Ranch,CO,Colorado,39.54190,-104.97080
West Covina,CA,California,34.05550,-117.91120
Sparks,NV,Nevada,39.57290,-119.71570
San Mateo,CA,California,37.55210,-122.31220
Norwalk,CA,California,33.90690,-118.08290
Columbia,MD,Maryland,39.20040,-76.85900
Rialto,CA,California,34.11740,-117.38940
Manteca,CA,California,37.79270,-121.22640
El Cajon,CA,California,32.80170,-116.96050
Burbank,CA,California,34.18790,-118.32350
Longmont,CO,Colorado,40.16860,-105.10050
Renton,WA,Washington,47.47840,-122.19190
Vista,CA,California,33.18960,-117.23860
Logan,UT,Utah,41.74000,-111.84190
Prescott Valley,AZ,Arizona,34.59830,-112.31760
Vacaville,CA,California,38.35900,-121.96800
Edinburg,TX,Texas,26.31970,-98.15960
Carmel,IN,Indiana,39.96500,-86.14600
Spokane Valley,WA,Washington,47.66260,-117.23460
San Angelo,TX,Texas,31.44240,-100.45060
La Crosse,WI,Wisconsin,43.82400,-91.22680
Arden-Arcade,CA,California,38.60340,-121.38100
Idaho Falls,ID,Idaho,43.48720,-112.03620
Holland,MI,Michigan,42.76770,-86.09850
Charlottesville,VA,Virginia,38.03750,-78.48550
Longview,TX,Texas,32.51930,-94.76210
Tracy,CA,California,37.72690,-121.45220
Boca Raton,FL,Florida,26.37520,-80.10800
Lafayette,CO,Colorado,39.99490,-105.09970
Wichita Falls,TX,Texas,33.90720,-98.52910
Rio Rancho,NM,New Mexico,35.28720,-106.69810
South Fulton,GA,Georgia,33.62690,-84.58020
Beaverton,OR,Oregon,45.47790,-122.81680
Lawrence,KS,Kansas,38.95970,-95.26410
Bismarck,ND,North Dakota,46.81440,-100.76940
Orem,UT,Utah,40.29830,-111.69920
Middletown,OH,Ohio,39.50320,-84.36600
San Marcos,CA,California,33.13500,-117.17440
Sandy,UT,Utah,40.57100,-111.85050
Federal Way,WA,Washington,47.30910,-122.33580
Mandeville,LA,Louisiana,30.37510,-90.09040
Hesperia,CA,California,34.39750,-117.31470
Brockton,MA,Massachusetts,42.08210,-71.02420
Compton,CA,California,33.89300,-118.22750
Fishers,IN,Indiana,39.95890,-85.96610
Sunrise,FL,Florida,26.15470,-80.29970
Bowling Green,KY,Kentucky,36.97190,-86.43730
Roswell,GA,Georgia,34.03910,-84.35130
Menifee,CA,California,33.69090,-117.18490
Plantation,FL,Florida,26.12600,-80.26170
Dover,NH,New Hampshire,43.18870,-70.88450
Quincy,MA,Massachusetts,42.25160,-71.01830
Portsmouth,VA,Virginia,36.84680,-76.35400
Chino,CA,California,33.98360,-117.66540
Lynn,MA,Massachusetts,42.47790,-70.96630
Edmond,OK,Oklahoma,35.66890,-97.41590
Hanford,CA,California,36.32740,-119.65490
Dearborn,MI,Michigan,42.31270,-83.21290
Livonia,MI,Michigan,42.39720,-83.37330
South Gate,CA,California,33.94480,-118.19260
Vineland,NJ,New Jersey,39.46530,-74.99810
San Tan Valley,AZ,Arizona,33.18790,-111.54720
Florence,SC,South Carolina,34.17810,-79.78770
Portsmouth,NH,New Hampshire,43.05800,-70.78260
Slidell,LA,Louisiana,30.28810,-89.78260
Kirkland,WA,Washington,47.69740,-122.20540
Missoula,MT,Montana,46.87500,-114.02140
Auburn,AL,Alabama,32.60870,-85.48990
Rapid City,SD,South Dakota,44.07160,-103.22040
Lee's Summit,MO,Missouri,38.91720,-94.38160
Terre Haute,IN,Indiana,39.46540,-87.37630
Suffolk,VA,Virginia,36.69530,-76.63980
Blacksburg,VA,Virginia,37.23000,-80.42790
Mount Pleasant,SC,South Carolina,32.85380,-79.82040
Carson,CA,California,33.83740,-118.25590
Riverview,FL,Florida,27.82270,-82.30230
Conroe,TX,Texas,30.32390,-95.48250
Livermore,CA,California,37.68620,-121.76080
Germantown,MD,Maryland,39.17550,-77.26430
Lawton,OK,Oklahoma,34.61760,-98.42030
Westminster,CA,California,33.75230,-117.99380
Santa Monica,CA,California,34.02320,-118.48130
New Braunfels,TX,Texas,29.69940,-98.11480
Fall River,MA,Massachusetts,41.71370,-71.10140
Albany,GA,Georgia,31.57760,-84.17620
Miami Beach,FL,Florida,25.81710,-80.13960
Norwalk,CT,Connecticut,41.11440,-73.42150
San Leandro,CA,California,37.70710,-122.16010
O'Fallon,MO,Missouri,38.78500,-90.71750
Alafaya,FL,Florida,28.52780,-81.18650
Newton,MA,Massachusetts,42.33160,-71.20850
Muncie,IN,Indiana,40.19890,-85.39500
Citrus Heights,CA,California,38.69480,-121.28800
State College,PA,Pennsylvania,40.79090,-77.85680
Decatur,IL,Illinois,39.85560,-88.93370
Jackson,MI,Michigan,42.24310,-84.40370
Fort Myers,FL,Florida,26.61950,-81.83030
Goodyear,AZ,Arizona,33.26130,-112.36220
Dalton,GA,Georgia,34.76900,-84.97120
Bryan,TX,Texas,30.66570,-96.36680
Waukegan,IL,Illinois,42.36970,-87.87160
Hawthorne,CA,California,33.91460,-118.34760
Anderson,IN,Indiana,40.08910,-85.68930
Redwood City,CA,California,37.50260,-122.22520
Hoover,AL,Alabama,33.37540,-86.80640
Town 'n' Country,FL,Florida,28.01080,-82.57600
Lake Forest,CA,California,33.66060,-117.67120
Napa,CA,California,38.29760,-122.30110
Whittier,CA,California,33.96780,-118.01880
Clifton,NJ,New Jersey,40.86310,-74.15750
Largo,FL,Florida,27.90880,-82.77110
Bloomington,MN,Minnesota,44.83060,-93.31510
Johns Creek,GA,Georgia,34.03330,-84.20270
Newport Beach,CA,California,33.61510,-117.86690
Mission,TX,Texas,26.20410,-98.32510
Milpitas,CA,California,37.43390,-121.89210
Troy,MI,Michigan,42.58180,-83.14570
Madera,CA,California,36.96310,-120.07820
Joplin,MO,Missouri,37.07580,-94.50180
Chino Hills,CA,California,33.95080,-117.72530
Alhambra,CA,California,34.08400,-118.13550
Franklin,TN,Tennessee,35.92160,-86.85250
Melbourne,FL,Florida,28.10850,-80.66270
Port Huron,MI,Michigan,42.98220,-82.43870
Springfield,OH,Ohio,39.92970,-83.79570
Mountain View,CA,California,37.40000,-122.07960
Zephyrhills,FL,Florida,28.24080,-82.17960
St. Augustine,FL,Florida,29.89770,-81.31000
Flagstaff,AZ,Arizona,35.18720,-111.61950
Buena Park,CA,California,33.85720,-118.00460
Pleasanton,CA,California,37.66630,-121.88050
Westland,MI,Michigan,42.31920,-83.38050
Auburn,WA,Washington,47.30390,-122.21080
Cranston,RI,Rhode Island,41.76580,-71.48570
Somerville,MA,Massachusetts,42.39080,-71.10130
Folsom,CA,California,38.66680,-121.14220
Springdale,AR,Arkansas,36.18990,-94.15740
Deerfield Beach,FL,Florida,26.30500,-80.12770
Warwick,RI,Rhode Island,41.70620,-71.43340
Cicero,IL,Illinois,41.84450,-87.75930
